yearlink;year;municipality;link;ingeschreven;neergelegd;blanco_ongeldig
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Brecht;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=434&party_id=;16801;15324;1165
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Bredene;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1025&party_id=;9687;8903;456
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Bree;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1073&party_id=;10178;9836;550
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Brugelette;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=671&party_id=;2431;2308;130
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Brugge;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=992&party_id=;91114;83322;4304
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Brunehaut;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=735&party_id=;5327;4995;353
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Brussel;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=649&party_id=;69458;56648;2297
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Buggenhout;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=871&party_id=;10718;9913;202
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Burdinne;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=739&party_id=;1882;1779;49
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Burg-Reuland;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=805&party_id=;2709;2547;230
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Büllingen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=782&party_id=;3873;3663;209
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Bütgenbach;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=783&party_id=;3954;3684;232
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Celles;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=729&party_id=;4094;3910;216
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Cerfontaine;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=853&party_id=;3159;3010;102
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Chapelle-lez-Herlaimont;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=676&party_id=;7974;7307;617
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Charleroi;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=677&party_id=;133227;116777;7729
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Chastre;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=641&party_id=;4075;3855;162
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Châtelet;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=678&party_id=;22026;19961;1606
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Chaudfontaine;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=760&party_id=;15523;13898;462
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Chaumont-Gistoux;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=625&party_id=;6488;5987;302
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Chièvres;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=672&party_id=;4546;4354;191
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Chimay;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=717&party_id=;6994;6560;436
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Chiny;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1132&party_id=;3530;3330;223
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Ciney;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=825&party_id=;10535;9807;601
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Clavier;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=740&party_id=;2830;2684;127
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Colfontaine;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=701&party_id=;13529;12227;1029
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Comblain au Pont;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=761&party_id=;3814;3536;151
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Courcelles;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=679&party_id=;19160;17508;1313
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Court-Saint-Etienne;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=626&party_id=;5508;5143;225
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Couvin;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=854&party_id=;9593;9028;536
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Crisnée;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=810&party_id=;1853;1781;66
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Dalhem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=762&party_id=;4284;4075;202
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Damme;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=993&party_id=;8178;7774;288
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Daverdisse;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1121&party_id=;1104;1066;20
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;De Haan;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1031&party_id=;8609;8038;260
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;De Panne;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1050&party_id=;7679;6978;336
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;De Pinte;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=888&party_id=;7453;7106;222
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Deerlijk;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1015&party_id=;8794;8478;427
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Deinze;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=887&party_id=;20426;19324;777
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Denderleeuw;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=861&party_id=;13321;12714;569
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Dendermonde;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=872&party_id=;33623;31530;1090
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Dentergem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1040&party_id=;5818;5611;193
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Dessel;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=475&party_id=;6377;6149;330
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Destelbergen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=889&party_id=;13343;12610;414
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Diepenbeek;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1056&party_id=;12566;12199;521
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Diest;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=953&party_id=;15500;14728;772
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Diksmuide;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1000&party_id=;11721;11169;503
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Dilbeek;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=926&party_id=;26698;25832;866
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Dilsen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1074&party_id=;12141;11819;679
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Dinant;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=826&party_id=;9225;8466;499
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Dison;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=784&party_id=;9461;8659;460
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Doische;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=855&party_id=;2148;2063;98
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Donceel;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=811&party_id=;1738;1692;41
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Doornik;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=734&party_id=;50088;45354;3207
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Dour;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=691&party_id=;12078;10780;777
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Drogenbos;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=942&party_id=;2997;2747;250
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Duffel;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=461&party_id=;11955;11018;409
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Durbuy;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1111&party_id=;6873;6414;255
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Ecaussinnes;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=713&party_id=;7253;6728;345
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Edegem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=435&party_id=;17516;16161;630
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Eeklo;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=881&party_id=;15208;14120;782
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Eghezee;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=839&party_id=;9229;8778;435
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Eigenbrakel;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=623&party_id=;24106;21963;1205
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Ellezelles;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=673&party_id=;4267;4050;196
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Elsene;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=657&party_id=;38867;31887;1387
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Enghien;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=707&party_id=;7892;7313;477
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Engis;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=753&party_id=;3977;3725;234
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Erezée;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1112&party_id=;1880;1806;52
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Erpe-Mere;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=869&party_id=;15078;14340;598
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Erquelinnes;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=718&party_id=;6591;6077;380
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Esneux;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=763&party_id=;9588;8476;409
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Essen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=436&party_id=;9860;9262;530
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Estinnes;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=724&party_id=;5389;5085;279
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Etalle;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1133&party_id=;2982;2864;148
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Etterbeek;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=653&party_id=;22508;18676;785
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Eupen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=785&party_id=;12339;11131;642
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Evere;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=654&party_id=;20323;17837;832
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Evergem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=890&party_id=;23377;21789;1154
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Faimes;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=821&party_id=;2257;2151;99
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Farciennes;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=680&party_id=;6210;5575;499
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Fauvillers;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1105&party_id=;1240;1200;48
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Fernelmont;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=849&party_id=;4375;4187;144
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Ferrières;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=741&party_id=;2951;2777;104
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Fexhe le Haut;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=812&party_id=;2022;1929;62
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Flémalle;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=776&party_id=;18382;16618;1111
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Fléron;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=764&party_id=;10526;9739;597
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Fleurus;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=681&party_id=;14385;13272;845
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Floreffe;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=840&party_id=;4923;4632;226
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Florennes;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=856&party_id=;7844;7376;392
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Florenville;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1134&party_id=;4229;3955;220
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Fontaine-lEvêque;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=682&party_id=;10504;9594;535
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Fosse la Ville;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=841&party_id=;6273;5843;365
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Frameries;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=692&party_id=;14322;13280;745
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Frasnes-lez-Anvaing;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=675&party_id=;8139;7731;425
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Froidchapelle;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=719&party_id=;2220;2096;93
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Galmaarden;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=927&party_id=;5681;5472;209
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Ganshoren;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=656&party_id=;15039;12906;577
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Gavere;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=891&party_id=;8748;8400;339
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Gedinne;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=827&party_id=;3237;3121;82
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Geel;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=476&party_id=;25067;23915;1446
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Geer;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=813&party_id=;1846;1792;88
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Geetbets;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=954&party_id=;4422;4278;144
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Geldenaken;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=631&party_id=;7966;7498;291
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Gembloers;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=852&party_id=;14559;13591;515
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Genepiën;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=627&party_id=;9498;8840;450
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1994-10-09&vt=CG;9/10/1994;Genk;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1994-10-09&vt=CG&ko_type=KO_CG&ko=1057&party_id=;34036;32186;1336
