yearlink;year;municipality;link;ingeschreven;neergelegd;blanco_ongeldig
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Aarschot;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=948&party_id=;NA;18214;970
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Aartselaar;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=428&party_id=;NA;8339;306
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Aat;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=668&party_id=;NA;17624;664
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Affligem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=947&party_id=;NA;8131;240
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Aiseau-Presles;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=688&party_id=;NA;5581;288
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Alken;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1085&party_id=;NA;6715;209
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Alveringem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1049&party_id=;NA;3744;106
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Amay;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=738&party_id=;NA;8557;537
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Amel;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=779&party_id=;NA;3296;148
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Andenne;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=837&party_id=;NA;14521;725
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Anderlecht;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=650&party_id=;NA;55010;4146
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Anderlues;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=714&party_id=;NA;7034;550
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Anhee;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=822&party_id=;NA;4459;153
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Ans;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=755&party_id=;NA;16380;1038
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Anthisnes;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=752&party_id=;NA;2347;95
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Antoing;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=728&party_id=;NA;5507;331
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Antwerpen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=429&party_id=;NA;338885;18107
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Anzegem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1013&party_id=;NA;9488;344
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Ardooie;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1048&party_id=;NA;6821;355
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Arendonk;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=471&party_id=;NA;7144;375
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;As;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1054&party_id=;NA;4064;165
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Asse;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=972&party_id=;NA;19040;954
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Assenede;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=880&party_id=;NA;9648;372
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Assesse;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=838&party_id=;NA;3488;133
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Attert;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1099&party_id=;NA;2016;69
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Aubange;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1100&party_id=;NA;9253;763
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Aubel;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=780&party_id=;NA;2263;105
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Avelgem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1014&party_id=;NA;6412;290
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Awans;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=756&party_id=;NA;5082;231
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Aywaille;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=757&party_id=;NA;5721;263
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Baarle Hertog;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=472&party_id=;NA;961;22
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Baelen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=781&party_id=;NA;1975;102
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Balen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=473&party_id=;NA;12905;834
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bastenaken;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1103&party_id=;NA;7614;238
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Beaumont;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=715&party_id=;NA;4167;171
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Beauraing;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=823&party_id=;NA;5282;159
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Beauvechain;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=622&party_id=;NA;3742;102
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Beernem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=990&party_id=;NA;9428;425
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Beerse;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=474&party_id=;NA;8654;458
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Beersel;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=925&party_id=;NA;14701;704
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Begijnendijk;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=949&party_id=;NA;5836;202
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bekkevoort;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=950&party_id=;NA;4078;165
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Beloeil;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=669&party_id=;NA;9459;339
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bergen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=697&party_id=;NA;54204;3402
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Beringen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1055&party_id=;NA;20825;1228
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Berlaar;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=458&party_id=;NA;7114;226
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Berlare;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=870&party_id=;NA;8866;312
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Berloz;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=808&party_id=;NA;1802;58
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bernissart;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=670&party_id=;NA;6732;392
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bertem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=984&party_id=;NA;5427;204
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bertogne;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1104&party_id=;NA;1661;24
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bertrix;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1120&party_id=;NA;5199;210
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bever;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=973&party_id=;NA;1290;23
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Beveren;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=918&party_id=;NA;28609;1553
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Beyne Heusay;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=759&party_id=;NA;6816;439
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bierbeek;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=951&party_id=;NA;5406;194
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bièvre;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=824&party_id=;NA;2068;52
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bilzen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1086&party_id=;NA;17916;762
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Binche;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=716&party_id=;NA;20146;1171
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bitsingen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=758&party_id=;NA;5535;258
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Blankenberge;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=991&party_id=;NA;10911;379
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Blegny;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=775&party_id=;NA;7121;298
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bleyberg;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=806&party_id=;NA;5120;270
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bocholt;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1072&party_id=;NA;6921;341
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Boechout;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=430&party_id=;NA;7232;359
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bonheiden;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=459&party_id=;NA;9034;336
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Boom;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=431&party_id=;NA;11050;329
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Boortmeerbeek;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=985&party_id=;NA;7101;348
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Borgloon;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1087&party_id=;NA;7386;199
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bornem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=460&party_id=;NA;12973;531
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Borsbeek;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=432&party_id=;NA;6280;296
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bouillon;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1125&party_id=;NA;3813;132
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Boussu;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=690&party_id=;NA;12097;678
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Boutersem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=952&party_id=;NA;4733;202
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Braine-le-Château;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=624&party_id=;NA;5135;194
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Braine-le-Comte;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=706&party_id=;NA;11295;689
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Braives;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=809&party_id=;NA;3607;94
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Brakel;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=911&party_id=;NA;10487;275
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Brasschaat;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=433&party_id=;NA;21520;925
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Brecht;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=434&party_id=;NA;11345;486
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bredene;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1025&party_id=;NA;7710;432
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bree;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1073&party_id=;NA;9335;198
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Brugelette;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=671&party_id=;NA;2208;61
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Brugge;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=992&party_id=;NA;83240;3999
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Brunehaut;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=735&party_id=;NA;5138;230
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Brussel;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=649&party_id=;NA;70103;5136
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Buggenhout;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=871&party_id=;NA;9552;352
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Burdinne;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=739&party_id=;NA;1649;54
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Burg-Reuland;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=805&party_id=;NA;2514;118
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Büllingen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=782&party_id=;NA;2998;141
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Bütgenbach;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=783&party_id=;NA;3463;176
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Celles;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=729&party_id=;NA;3870;119
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Cerfontaine;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=853&party_id=;NA;2910;114
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Chapelle-lez-Herlaimont;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=676&party_id=;NA;7316;385
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Charleroi;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=677&party_id=;NA;124898;8015
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Chastre;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=641&party_id=;NA;3163;117
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Châtelet;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=678&party_id=;NA;21108;1343
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Chaudfontaine;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=760&party_id=;NA;13498;500
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Chaumont-Gistoux;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=625&party_id=;NA;4446;128
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Chièvres;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=672&party_id=;NA;4406;172
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Chimay;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=717&party_id=;NA;6386;181
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Chiny;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=1132&party_id=;NA;3320;142
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Ciney;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=825&party_id=;NA;9168;447
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Clavier;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=740&party_id=;NA;2413;79
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Colfontaine;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=701&party_id=;NA;12843;890
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Comblain au Pont;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=761&party_id=;NA;3333;123
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1982-10-10&vt=CG;10/10/1982;Courcelles;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1982-10-10&vt=CG&ko_type=KO_CG&ko=679&party_id=;NA;17349;1105
